ORF	H2O2 10m 	H2O2 20m 	H2O2 30m 	H2O2 40m	H2O2 50m 	H2O2 60m 	H2O2 80m 	H2O2 100m 	H2O2 120m 	H2O2 160m 
YJL211C	-0.4	1	0.06	0.57	-0.23	-0.69	-0.07	-0.25	0.2	0.48
YJL212C	-0.23	2.03	-0.67	-0.23	0.23	-0.07	-0.12	-0.27	-0.06	-0.09
YJL213W	0.08	0.63	0.29	0.62	0.26	-0.15	-	-0.14	-0.13	-0.17
YJL214W	0.44	0.03	-0.32	0.48	0.3	0.03	0.54	-0.1	0.46	0.67
YJL215C	-0.62	-	-0.3	0.25	0.01	-0.2	-0.14	-0.23	0.41	0.24
YJL216C	0.14	0.25	0.38	0.69	0.12	0.01	0.62	-0.17	0.24	0.38
YJL217W	-0.45	-0.58	-0.18	0.52	0.43	0.43	0.3	0.03	0.8	0.55
YJL218W	-0.32	0.56	-1.06	-0.07	0.11	-0.04	-	-0.23	0.42	0.53
YJL219W	-0.23	-1.51	0.06	0.5	0.6	0.76	0.16	-0.17	0.14	0.41
YJL220W	0.02	0.22	-0.38	-0.01	-0.13	-0.43	-0.02	-0.11	-0.03	0.02
YJL221C	0.34	-0.76	-0.62	-0.04	0.44	0.3	0.1	-0.01	0.15	0.23
YJL222W	0.18	0.48	0.38	0.05	-0.27	0.08	0.06	-0.42	0.18	0.2
YJL223C	0.03	0.18	0.31	-0.14	0.01	0.34	0.26	0.14	0.08	0.34
YJL225C	0.2	-	-	-0.29	-0.38	-0.15	0.42	0.08	0.59	0.38
YJR001W	-0.15	0.57	0.54	-0.07	0.49	0.31	0.2	-0.15	-0.06	0.1
YJR002W	-1.09	-1.86	-1.64	-0.35	-0.73	-0.54	-0.2	-0.5	-0.37	-0.1
YJR003C	-0.6	-0.97	-1.03	-0.48	-0.56	-0.58	-0.06	-0.4	-0.14	-0.04
YJR004C	-0.06	-0.15	0.59	-0.02	-0.14	0.04	0.19	-0.36	-	0.31
YJR005W	-0.25	0.97	0.86	0.11	0.59	0.15	0.2	-0.23	-0.14	0.24
YJR006W	-0.3	-0.4	-0.36	0.27	0.14	-0.2	0.1	0.14	0.04	0.08
YJR007W	-0.18	-0.32	0.04	0.42	-0.47	-0.49	-0.45	-0.04	-0.42	-0.15
YJR008W	-0.09	-0.58	0.53	0.5	1.3	0.67	0.77	0.23	0.46	0.39
YJR009C	0.16	-0.71	-0.22	0.47	-0.64	-0.38	-	0.01	-0.03	0.31
YJR010C-A	0.03	0.2	-0.49	0.06	-0.6	-0.67	-0.27	-0.14	-0.12	-0.17
YJR010W	0.25	0.14	-0.01	0.82	-0.04	-0.29	-0.18	0.3	-0.25	-0.1
YJR011C	0.82	0.57	-0.14	0.54	-0.23	-0.2	0.03	0.21	0.06	0.08
YJR012C	-0.43	-0.62	-0.86	-0.45	-0.29	-0.27	-0.2	0.11	0.03	0.03
YJR013W	-0.32	0.48	0.04	0.03	-0.36	-0.12	0.07	0.2	0.15	0.15
YJR014W	-0.03	-0.43	-0.29	-0.04	-0.36	-0.51	-0.3	-	-0.43	-0.18
YJR015W	-0.18	-0.15	-0.47	-0.46	-0.43	-0.42	-0.25	-0.07	-0.2	-0.25
YJR016C	0.07	-0.81	-0.94	-0.12	-1.15	-0.58	-0.54	-0.09	-0.45	-0.36
YJR017C	-0.4	-0.36	-0.32	-0.41	-0.51	-0.74	-0.04	0.33	-	0.32
YJR018W	-0.47	-1.18	-0.67	-0.33	-0.74	-0.89	-0.04	0.45	-0.45	0.06
YJR019C	-0.25	-	-0.4	-0.42	-0.49	-0.67	0.21	0.1	0.18	0.38
YJR020W	-0.76	-0.14	-0.03	0.5	-0.04	-0.32	0.1	0.42	-0.38	0.21
YJR021C	-0.43	-0.71	-0.67	0.22	-0.2	-0.79	-0.34	0.1	-0.03	0.28
YJR022W	-0.23	0.12	0.34	0.4	0.32	-0.03	0.1	-0.01	-0.36	0.03
YJR023C	-0.29	-0.71	-0.3	-0.25	-0.1	-0.12	-0.04	-0.14	-0.06	0.01
YJR024C	-1.29	0.46	-0.54	-0.23	0.11	-0.17	-0.1	-0.04	-0.43	-0.12
YJR025C	1.33	1.04	1.8	1.75	2	1.7	1.23	1.03	1.03	1.09
YJR026W	-0.01	-0.04	-	0.44	0.24	0.3	0.32	0.69	-0.27	0.39
YJR027W	-0.09	-0.07	-0.1	0.52	0.18	0.25	0.53	0.55	0.31	0.6
YJR028W	-0.04	-0.2	0.19	0.22	0.23	0.18	0.45	0.7	-0.32	0.38
YJR029W	-0.04	-0.17	-0.06	0.72	-0.03	0.01	0.47	0.55	0.44	0.21
YJR030C	-0.64	-1.29	-0.58	0.49	-0.27	-0.2	0.01	-0.94	0.14	-0.03
YJR031C	-0.58	-1.18	-1.06	-0.23	-0.67	-0.64	0.1	0.01	-0.04	-0.04
YJR032W	-0.67	-1.06	-0.92	0.02	-0.45	-0.42	-0.14	-0.47	-0.22	-0.36
YJR033C	-0.22	-0.43	-0.27	0.27	-0.1	-0.43	-0.06	0.1	-0.23	-0.14
YJR034W	-0.49	-0.49	0.14	0.78	0.57	0.36	0.25	0.04	0.28	0.16
YJR035W	0.04	0.04	0.1	0.7	-0.1	-0.14	0.19	0.45	-0.01	0.06
YJR036C	0.19	0.93	0.93	0.97	-0.07	0.08	0.06	-	-0.34	-0.17
YJR037W	0.2	-0.14	-0.42	0.14	0.59	-0.23	0.46	0.31	-0.06	0.34
YJR038C	-0.51	-0.79	-0.86	0.32	-0.32	-0.15	-0.03	-0.17	-	-0.06
YJR039W	-0.42	0.63	0.55	0.64	-0.1	-0.22	0.14	0.44	-0.09	-0.14
YJR040W	-0.76	0.26	-0.84	0.17	-0.74	-0.34	-0.06	-0.25	-0.3	-0.15
YJR041C	-1.22	-2.12	-1.18	-0.74	-0.67	-0.56	-0.2	-0.07	-0.15	-0.12
YJR042W	0.03	-0.41	-0.35	-0.28	0.08	-0.16	-0.41	-0.22	-0.46	-0.62
YJR043C	-1.18	-0.49	-0.32	-0.46	-0.14	-0.15	-0.12	-0.17	-0.09	-0.1
YJR044C	0.38	1.46	0.9	1.87	0.68	0.25	0.26	-0.22	0.08	0.03
YJR045C	0.33	1.01	1.04	0.75	0.01	-0.14	-0.38	-0.42	-0.3	-
YJR046W	-0.4	0.15	-0.86	0.08	-0.29	-2.74	-0.54	-0.67	-0.54	-0.43
YJR047C	-1.32	-1.22	-1.25	-1.15	-0.76	-0.6	-0.51	-0.64	-0.38	-0.34
YJR048W	2.58	2.09	1.73	1.05	2.05	1.61	1.39	1.46	1.66	1.78
YJR049C	-0.29	-0.3	-0.06	-0.49	-0.07	-0.01	0.07	-0.15	-0.14	-
YJR050W	-0.23	0.1	-0.25	-0.8	0.06	-0.4	-0.18	-0.6	-0.4	-0.36
YJR051W	-0.56	0.29	0.84	-0.19	0.21	0.15	0.21	-0.29	0.03	-0.06
YJR052W	-0.56	0.66	0.59	0.37	0.36	-0.12	0.12	-0.29	-0.23	-
YJR053W	0.56	0.03	-0.38	1.17	-0.34	0.04	-0.3	-0.38	-0.29	-0.29
YJR054W	-0.09	-0.07	0.14	0.14	-0.03	0.1	-0.43	-0.42	-0.18	-0.51
YJR055W	1.29	-0.15	-0.01	-0.84	-0.09	0.24	-0.07	-0.2	-	-0.2
YJR056C	-1	-0.97	-0.15	-0.47	0.01	-0.06	-0.64	-0.3	-0.3	-0.56
YJR057W	1.61	0.42	0.38	-0.97	0.19	0.3	-0.15	-0.12	0.3	-0.4
YJR058C	0.19	-0.23	0.32	-0.12	0.31	0.33	-0.3	-0.3	-0.25	-0.62
YJR059W	0.59	1.41	1.33	-0.12	0.45	0.52	0.05	0.29	0.12	-0.18
YJR060W	-0.54	-0.64	-0.74	0.66	-0.27	-0.25	-0.42	-0.27	-0.49	-0.84
YJR061W	-0.42	0.4	0.84	0.65	0.34	0.32	-0.25	0.2	-0.14	-0.71
YJR062C	0.72	0.64	0.6	1.33	0.46	0.58	-0.15	-0.12	-0.2	-0.42
YJR063W	0.07	-1.74	-1.18	0.68	-0.69	-0.07	-0.32	-0.29	-0.32	-0.74
YJR064W	-0.15	-0.32	0.21	0.26	0.29	0.1	-0.54	-0.15	-0.54	-0.74
YJR065C	0.24	0.41	0.61	-0.62	0.62	0.4	-0.25	-0.07	-0.38	-0.18
YJR066W	-0.05	0.14	0.31	0.45	0.3	-0.24	-0.09	-0.14	-0.61	-0.22
YJR067C	0.21	0.27	0.69	0.32	0.74	0.63	-0.03	0.33	-0.18	-0.44
YJR068W	-0.34	-0.58	-0.4	0.06	0.2	0.18	-0.4	-0.38	-0.3	-0.58
YJR069C	-0.22	-0.34	-0.71	-	-0.18	0.18	-0.22	-0.18	-0.29	-0.6
YJR070C	-0.89	-2.47	-2.12	-1.29	-0.84	-0.6	-0.92	-0.38	-0.43	-1.03
YJR071W	-0.22	-1.56	-0.97	0.45	-0.67	-0.32	-0.69	-0.3	-0.6	-0.79
YJR072C	-0.29	-0.43	-0.06	0.39	0.55	0.03	-0.29	-0.2	-0.17	-0.94
YJR073C	0.62	-0.25	0.25	0.11	0.31	0.5	0.38	0.33	-0.17	-0.69
YJR074W	0.01	0.7	0.76	-0.14	0.21	0.1	-0.25	-0.15	0.07	-0.58
YJR075W	0.37	-0.09	-0.12	0.36	0.03	0.06	-0.29	-0.09	-0.38	-0.47
YJR076C	-0.09	-0.49	-0.4	0.21	0.44	0.12	-0.69	-0.34	-0.23	-0.49
YJR077C	-0.45	-1.47	-0.69	-0.09	-0.4	-0.01	0.61	-0.07	0.77	0.57
YJR078W	-0.01	-0.09	-0.64	-0.36	0.2	0.3	0.7	0.33	0.77	0.9
YJR079W	-0.18	-0.15	0.33	-1	0.55	0.52	0.65	0.15	0.57	0.61
YJR080C	0.03	0.3	0.45	-0.23	0.69	0.42	0.42	-	0.36	0.55
YJR082C	-0.25	-0.29	0.08	0.12	0.12	0.24	0.56	-0.45	0.43	0.39
YJR083C	-0.51	-1.74	-0.2	1.2	0.25	-0.1	0.18	-0.3	-0.15	0.24
YJR084W	-0.17	-0.42	-0.12	0.72	-0.09	-	0.25	-0.54	0.01	0.14
YJR085C	0.41	0.58	0.84	1.04	0.59	0.6	0.58	0.12	0.53	0.65
YJR086W	0.51	0.28	0.32	0.97	0.03	0.06	0.18	-0.27	0.19	0.25
YJR087W	0.23	0.42	0.4	-1.15	0.04	0.04	-0.07	-0.36	-0.03	0.21
YJR088C	0.19	0.01	0.29	-0.22	0.14	0.15	0.31	-0.42	0.31	0.26
YJR089W	0.04	0.12	0.08	0.19	0.06	0.03	0.1	-0.04	-	0.15
YJR090C	0.16	0.49	0.4	0.01	0.08	-0.16	-0.05	-0.25	-0.21	-0.01
YJR091C	0.42	1.26	0.68	-0.45	0.64	0.3	0.15	-0.15	0.28	0.39
YJR092W	-0.54	-0.94	-1.69	-0.5	-0.79	-0.42	0.2	-0.17	0.06	0.44
YJR093C	-0.64	-0.18	-0.2	-0.36	0.24	-0.17	-0.14	-0.18	-0.22	-
YJR094C	0.32	-0.49	-0.22	-0.01	-0.62	-0.54	-0.06	-0.42	-0.29	-0.1
YJR094W-A	-0.74	-1.32	-1.43	-0.64	-1.12	-0.92	-0.4	0.06	0.08	-
YJR095W	-1	0.49	0.45	-0.4	1.48	0.82	0.48	0.24	-	0.86
YJR096W	0.44	0.93	2.2	0.42	2.24	2.02	1.38	0.62	0.81	0.83
YJR097W	-0.89	-1.79	-1.4	-0.76	-0.15	0.11	0.24	0.06	0.24	0.21
YJR098C	-0.27	-0.84	0.4	-	-0.03	0.24	0.6	0.04	0.32	0.41
YJR099W	-0.23	0.32	0.25	1.49	0.78	0.43	0.36	-0.06	0.28	0.46
YJR100C	0.39	-0.27	0.38	-	0.59	0.54	0.51	0.07	0.39	0.54
YJR101W	-	-0.22	-0.06	0.58	-	-0.1	-0.01	-0.34	0.27	0.28
YJR102C	0.31	0.95	0.58	-0.2	0.21	-0.1	0.01	0.21	0.21	0.31
YJR103W	-0.86	-0.12	-0.27	0.7	-1.06	-0.54	-0.01	0.18	-0.27	-0.09
YJR104C	2.05	2.24	2.15	-0.07	1.11	0.8	1.55	1.77	1.84	1.77
YJR105W	0.12	0.07	0.15	0.38	-0.54	-0.2	0.25	0.65	0.36	0.41
YJR106W	0.5	1.6	0.94	0.1	0.58	0.3	0.37	0.78	0.44	0.44
YJR107W	-0.25	0.58	0.66	1.55	-0.01	-0.1	0.32	0.39	0.07	0.41
YJR108W	-1.32	1.19	0.16	0.7	0.29	-0.01	-0.23	0.31	0.61	0.19
YJR109C	2.52	0.62	1.04	0.88	1.2	0.71	0.08	0.58	-0.25	0.03
YJR110W	0.99	1	0.54	-0.6	0.36	0.06	0.2	0.73	0.12	0.5
YJR111C	1.03	-	-	1.15	-0.25	0.03	-0.22	0.5	-0.43	-
YJR112W	-0.67	0.71	-2.18	0.4	-0.81	-1.36	-0.45	0.04	-0.18	0.04
YJR113C	-0.81	-0.2	-0.36	-0.18	-0.74	-0.54	-0.01	0.77	0.1	0.3
YJR114W	-0.62	-0.58	-1.09	-0.43	-0.38	-0.12	0.16	0.5	0.29	0.59
YJR115W	-0.64	-0.45	0.29	0.39	0.29	0.11	-0.07	0.34	0.03	0.07
YJR116W	-0.15	-1.84	-1.32	-0.3	-0.84	0.1	0.26	0.06	-0.15	-
YJR117W	-0.17	0.12	0.43	0.96	0.1	-0.17	-0.15	-0.09	-	-0.1
YJR118C	0.15	-0.17	0.43	-0.23	-0.15	-0.07	-	-0.14	0.01	0.11
YJR119C	-0.71	-0.32	0.11	0.24	0.33	0.26	0.29	0.54	-0.29	0.16
YJR120W	-0.15	0.48	-0.02	0.43	0.16	0.01	0.07	-0.09	0.08	0.31
YJR121W	0.04	-0.01	0.25	0.05	0.57	0.47	0.2	0.54	0.02	0.3
YJR122W	0.96	-	0.93	-0.51	0.79	0.53	0.39	0.1	0.24	0.77
YJR123W	-1	-1.36	-1.51	-0.81	-0.62	-0.58	-0.29	-0.09	-0.25	-0.29
YJR124C	-0.56	-	-0.64	-1.06	-0.81	-0.45	-0.27	-0.14	-0.22	0.12
YJR125C	-0.25	-0.07	0.14	1.01	0.31	0.07	-0.15	0.16	-0.4	-0.18
YJR126C	-0.4	0.03	-0.12	-0.26	-0.17	-0.32	-0.09	0.14	-0.14	-0.22
YJR127C	-0.14	0.23	0.07	0.03	0.11	-0.22	-0.26	-0.07	-0.4	-0.22
YJR128W	-0.56	-0.94	0.53	0.11	-0.64	-0.64	0.06	0.01	-0.12	-0.01
YJR129C	-0.84	-0.15	-1.6	0.37	-0.58	-0.47	-0.29	-0.38	-0.43	-0.45
YJR130C	0.54	1.24	1.6	-0.14	0.48	0.15	0.12	0.36	-0.22	-0.01
YJR131W	-0.84	-0.04	-0.79	-0.58	-0.38	0.06	-0.04	-0.43	-0.29	-0.12
YJR132W	-0.47	-0.62	-0.79	-0.12	-0.43	-0.64	-0.29	-0.03	-0.43	-0.23
YJR133W	-0.86	0.59	-1.29	-0.4	0.04	-0.23	0.08	-	0.08	-0.01
YJR134C	0.01	0.19	-0.03	-1.09	-0.36	-0.43	-0.2	0.2	-0.34	-0.09
YJR135C	-0.69	-0.06	-0.71	-0.6	-0.2	-0.2	-0.06	-0.23	-0.03	0.08
YJR136C	-0.4	-0.58	-0.32	-0.04	-	-0.29	0.06	0.06	0.01	0.06
YJR137C	-0.67	-0.36	-0.45	-0.07	-0.42	-0.27	-0.18	-0.3	-0.45	-0.32
YJR138W	-0.23	0.01	0.29	-0.02	-0.02	-0.26	0.01	-0.43	-0.14	-0.27
YJR139C	-0.04	0.41	0.25	-0.6	0.28	-0.03	-0.04	-0.51	-0.27	-0.07
YJR140C	-0.47	-0.76	0.39	-0.06	-0.22	-0.18	-0.09	-0.29	-0.29	-0.1
YJR141W	-0.51	-0.14	-0.56	-0.58	-0.38	-0.58	-0.27	-0.6	-0.23	-0.18
YJR142W	-0.2	0.96	0.93	-0.62	0.31	0.26	-0.03	-0.22	-0.09	-0.06
YJR143C	-0.62	-0.43	-0.71	0.4	-0.25	-0.51	-0.29	-0.62	-0.42	-0.25
YJR144W	-0.58	-1.56	-0.03	-0.2	-0.54	-0.07	-0.09	-0.36	0.11	-0.09
YJR145C	-0.94	-1.43	-1.47	0.28	-0.58	-0.89	-0.56	-0.51	-0.45	-0.4
YJR146W	-0.3	-0.84	0.77	-1.03	-0.38	-0.2	-0.3	-0.27	-0.1	-0.06
YJR147W	-0.3	-1.51	-1.79	0.82	-1.06	-1	-0.58	-0.43	-0.14	-0.36
YJR148W	-0.1	0.03	0.11	0.08	0.24	0.28	0.3	0.07	-0.04	0.06
YJR149W	-0.32	-0.18	0.58	-0.69	0.53	0.06	0.41	0.23	0.12	0.14
YJR150C	0.95	-0.34	-0.4	-0.94	-0.6	-0.42	-0.71	-0.89	-0.64	-1.15
YJR151C	0.03	-0.02	-0.21	-0.51	-0.06	-0.09	-0.42	-0.28	-0.48	-0.47
YJR152W	0.38	0.38	-0.04	-0.45	0.11	0.08	-0.17	-0.34	-0.45	-0.43
YJR153W	0.59	-0.51	0.19	-0.43	0.21	0.21	-0.32	-0.18	-0.14	-0.4
YJR154W	0.14	0.64	0.43	1.21	0.34	0.36	0.04	0.01	0.23	-0.29
YJR155W	1.85	1.38	1.14	0.79	1.41	1.65	0.73	0.86	0.64	0.48
YJR156C	-0.27	-0.64	0.82	-1.06	0.8	1.46	0.58	0.51	0.8	0.62
YJR157W	0.62	0.64	0.84	0.68	0.82	0.34	1.2	-0.14	0.2	-0.06
YJR158W	0.32	0.19	0.15	-0.76	0.61	0.52	-0.04	0.18	0.37	-0.07
YJR159W	0.69	0.39	0.56	-0.69	1.12	1	0.29	0.37	0.29	0.14
YJR160C	-0.29	0.08	-0.37	0.12	0.16	0.2	-0.15	0.06	-0.14	-0.17
YJR161C	0.67	0.98	1.04	1.4	0.68	0.64	0.25	0.31	0.36	0.19
YJR162C	0.16	0.07	-0.06	0.15	0.06	0.01	0.15	0.31	-0.04	-0.17
YKL001C	-0.38	0.16	0.13	0.06	1.17	0.05	-0.18	-0.09	-0.42	-0.47
YKL002W	0.45	0.07	-0.3	0.3	0.86	0.41	0.04	0.03	-0.03	-0.32
YKL003C	0.84	1.47	1.35	0.52	1.16	0.81	-0.09	0.06	0.18	-0.15
YKL004W	0.01	-1.03	-0.6	-0.17	-0.45	-0.07	-0.22	-0.17	-0.38	-0.56
YKL005C	0.04	-0.04	-0.18	-0.67	0.12	0.11	-0.34	-	0.11	-0.47
YKL006C-A	0.46	0.4	0.2	0.44	0.93	0.24	-0.58	-0.54	-0.2	-0.36
YKL006W	-0.29	-1.22	-1.12	-0.97	-0.34	-0.14	-0.64	-0.15	0.49	-0.76
YKL007W	0.55	0.77	1.12	0.56	0.85	0.5	0.01	-0.01	-0.09	-0.22
YKL008C	-0.07	-0.56	-0.54	-0.29	-0.32	-0.07	-0.89	-0.74	-0.25	-0.92
YKL009W	-0.86	-2	-1.6	-0.81	-0.74	-0.4	-0.4	-0.32	-0.23	-0.56
YKL010C	0.31	0.74	0.44	-1.15	0.57	0.42	-0.38	0.04	0.04	-0.62
YKL011C	0.57	0.39	0.44	0.94	0.03	0.12	0.31	-0.58	0.16	0.28
YKL012W	0.2	0.06	-	0.45	-0.03	0.06	0.16	-0.03	0.07	0.1
YKL013C	0.52	0.04	0.61	0.86	0.48	0.53	0.44	-0.27	0.37	0.44
YKL014C	0.12	-0.48	-0.56	-1.52	-0.21	-0.13	-0.04	-0.1	-0.2	-0.3
YKL015W	0.54	0.56	0.69	-0.32	0.24	-0.04	0.11	-0.22	0.07	0.28
YKL016C	-0.07	0.52	0.23	-0.09	0.2	0.24	0.14	-0.2	0.36	0.29
YKL017C	0.08	-0.92	-0.15	-0.6	0.14	0.01	0.33	-0.14	0.1	0.31
YKL018W	-0.43	0.11	-	-0.3	-0.22	-0.12	-0.06	-0.2	0.15	0.04
YKL019W	-0.09	-0.62	-	-0.69	-0.32	0.16	0.15	-0.56	-0.03	0.06
YKL020C	-0.29	0.93	0.34	-0.27	0.12	0.01	-0.2	-0.23	-0.12	0.04
YKL021C	-0.79	-1.79	-1.29	-1.25	-0.6	-0.22	0.34	-0.51	0.15	0.11
YKL022C	0.6	0.1	0.21	-0.09	0.3	-0.07	0.12	-0.22	-0.14	0.07
YKL023W	1.21	0.86	1.32	0.26	0.32	0.14	0.38	0.03	0.03	0.32
YKL024C	-0.94	-0.22	-0.51	-0.45	0.44	0.54	0.18	0.04	0.04	-0.07
YKL025C	0.41	0.88	1.03	1.23	0.12	-0.14	-0.01	-0.34	-0.12	0.19
YKL026C	1.19	2.82	2.71	1.43	1.72	1.63	0.67	0.39	0.56	1.25
YKL027W	-0.94	-1.36	-0.84	-0.15	-0.3	0.04	0.16	-0.23	0.12	-
YKL028W	-0.3	-0.07	-0.03	-0.62	0.4	-	-0.07	-0.23	-0.14	-0.14
YKL029C	-1.18	-4.64	-6.64	-0.43	-0.92	-0.6	0.34	0.16	-0.12	-
YKL030W	-1.06	-1.64	-1.4	-1.29	0.01	-0.15	0.23	-0.01	-0.07	-0.1
YKL031W	-1.06	0.19	-	-0.14	0.3	1.58	0.15	-0.42	-0.2	0.04
YKL032C	-0.22	0.22	-0.17	-1.03	-0.11	-0.09	-0.34	0.02	-0.08	-0.04
YKL033W	0.51	-1.09	0.23	-0.09	0.16	0.56	0.25	0.03	0.08	0.08
YKL034W	-0.23	0.89	0.74	-0.49	0.9	0.39	0.34	0.11	0.11	0.04
YKL035W	0.65	2.43	1.91	1.15	0.41	0.06	0.31	0.44	0.29	0.83
YKL036C	0.48	-0.22	1.55	1.4	0.06	-0.14	-0.14	0.28	-0.2	0.24
YKL037W	-0.4	0.52	0.73	-1.89	0.36	-0.15	0.41	1.42	0.82	0.85
YKL038W	0.56	-0.79	0.16	-0.06	-0.62	-0.2	-0.12	0.43	0.1	0.28
YKL039W	0.33	0.68	0.53	0.12	0.32	-0.07	0.01	0.31	0.18	0.38
YKL040C	0.89	-0.49	-0.3	-0.23	-0.15	-0.06	-	0.33	0.01	0.19
YKL041W	0.15	0.14	-0.62	-1.06	0.03	-0.15	0.12	-0.01	0.1	0.23
YKL042W	-2.84	-0.89	-0.76	-0.76	-0.47	-0.54	-	0.25	-0.4	0.16
YKL043W	0.31	-0.47	-1.43	-2.64	-1.51	-1	-0.86	-0.56	-0.92	-0.62
YKL044W	-0.27	-0.64	-0.4	-0.97	-1.29	-0.97	-0.81	-0.3	-0.79	-0.2
YKL045W	-0.38	-0.6	-0.4	-0.01	0.26	0.2	0.24	0.01	0.16	0.21
YKL046C	-0.38	-0.71	-0.03	-0.04	-0.4	-0.1	0.1	0.24	-0.07	0.25
YKL047W	-0.49	-0.23	-0.49	0.11	-0.3	-0.25	-0.04	0.07	-0.27	0.15
YKL048C	-0.76	-0.32	-0.67	-0.17	-0.47	-0.43	-0.34	-0.14	-0.4	-0.25
YKL049C	-0.6	-0.2	-0.43	-0.27	-0.3	0.07	0.15	0.14	-0.03	0.26
YKL050C	-1.84	0.2	-0.3	-1	0.24	-0.15	-0.07	0.37	-0.25	0.06
YKL051W	0.38	0.96	-0.34	-0.12	0.74	0.57	0.11	0.28	-0.09	0.54
YKL052C	-0.74	0.3	0.1	-0.18	-0.07	-0.64	-0.1	0.21	-0.12	0.01
YKL053W	-0.23	0.37	-0.58	-0.2	-0.3	-0.43	0.04	0.23	-0.1	0.25
YKL054C	-0.32	-0.14	0.01	-0.36	-0.03	-0.3	-0.36	0.08	-0.09	-0.12
YKL055C	-1.74	-	-0.17	-0.54	-1.29	-0.17	0.3	0.41	0.15	0.56
YKL056C	-0.92	-1.47	-1.47	-1.47	-0.86	-0.74	-0.42	-0.22	-	-0.25
YKL057C	-0.18	-0.29	-0.42	0.2	-0.51	-0.3	-0.1	-0.1	-0.14	0.07
YKL058W	-0.23	-0.06	-0.07	-1	0.32	0.11	-0.07	-0.07	-0.22	-0.07
YKL059C	0.24	0.1	0.25	0.44	-0.42	-0.15	-0.17	-0.15	-0.3	-0.17
YKL060C	-0.43	-0.29	-0.69	-0.47	-0.67	-0.54	-0.15	-0.6	-0.27	-0.01
YKL061W	0.59	0.76	0.37	1.18	-0.29	-0.29	-0.09	-0.14	-0.06	0.06
YKL062W	-0.62	0.85	0.95	0.3	0.28	-0.03	0.16	-0.12	-0.01	0.41
YKL063C	-0.09	0.2	0.15	0.2	-0.29	-0.42	-0.12	-0.15	-0.01	-0.01
YKL064W	0.34	1.2	0.61	0.48	0.28	0.18	0.29	-0.06	-0.2	0.07
YKL065C	0.24	1.83	1.75	1.98	0.95	0.76	0.49	0.21	0.33	0.42
YKL066W	0.11	0.9	0.28	0.47	0.3	0.29	0.67	-0.08	0.21	1.39
YKL067W	-	0.95	0.83	0.82	1.22	0.93	0.7	0.31	0.48	0.55
YKL068W	-0.58	-0.67	-0.43	-0.34	-0.62	-0.47	-0.4	-0.3	-0.47	-0.27
YKL069W	-0.12	-0.47	-0.74	-0.43	-0.23	0.2	0.42	-0.14	0.08	0.26
YKL070W	0.36	0.66	0.48	-0.2	0.29	0.29	0.21	0.12	0.18	0.12
YKL071W	2.64	5.36	4.95	3.54	2.48	2.03	0.75	0.46	0.31	0.53
YKL072W	-0.62	-0.86	-1.32	-0.43	-0.34	-0.69	-0.14	-0.47	-0.54	-0.47
YKL073W	-0.06	0.25	0.03	0.29	-0.1	-0.12	-0.07	-0.36	-0.15	0.03
YKL074C	-0.81	-0.76	-0.58	-0.81	-0.07	-0.6	-	-0.34	-0.29	-0.15
YKL075C	-0.29	-0.04	-	-0.32	-0.23	-0.1	-0.12	-0.36	-0.09	0.01
YKL076C	-0.64	-0.79	-0.29	-0.56	-	-0.43	-0.23	-0.23	-0.09	-0.03
YKL077W	-0.36	-0.06	0.5	0.33	-	0.11	0.07	-0.36	-0.03	0.11
YKL078W	-1.74	-4.32	-2.06	-1.25	-0.67	-0.79	-0.42	-0.23	-0.54	-0.62
YKL079W	0.15	0.85	0.44	0.07	0.2	0.07	0.04	-0.29	0.04	-0.01
YKL080W	-0.06	-0.42	-0.17	-0.04	-	-0.36	-0.23	-0.3	-0.38	-0.29
YKL081W	-0.62	-0.79	-1.51	-1.18	-1.47	-1	-0.54	-0.67	-0.2	-0.45
YKL082C	-2	-3.06	-2.32	-1.64	-0.94	-1.03	-0.47	-0.64	-0.74	-0.58
YKL083W	-0.83	-0.91	-0.7	-0.58	-0.64	-0.33	-0.47	-0.25	-0.28	-0.82
YKL084W	0.72	0.06	-0.14	0.53	-0.1	0.04	-0.36	-0.27	-0.38	-0.58
YKL085W	0.28	0.74	1.05	0.49	0.67	1.13	0.69	0.32	0.53	0.18
YKL086W	0.35	-0.02	0.22	0.62	0.19	0.2	-0.61	-0.21	-0.46	-0.74
YKL087C	0.82	1.79	1.48	0.57	0.84	1.62	0.84	0.79	1.05	0.67
YKL088W	0.45	0.29	-0.04	-0.74	-0.04	0.04	-0.14	-0.18	-0.22	-0.42
YKL089W	-0.3	0.2	0.01	-0.49	0.15	0.43	0.25	-0.1	0.28	-0.36
YKL090W	0.23	0.32	0.69	-2.56	0.29	0.16	-0.17	0.01	-0.22	-0.42
YKL091C	0.34	1.67	2.4	0.99	1.74	1.26	0.43	0.3	0.42	-0.14
YKL092C	0.64	0.53	0.66	-0.84	0.14	0.12	-0.17	0.01	-0.31	-0.45
YKL093W	0.28	1.29	0.53	0.11	0.55	0.51	0.16	-0.04	0.1	-0.6
YKL094W	1.01	0.95	0.73	-0.36	0.67	0.74	0.14	0.33	-0.02	-0.23
YKL095W	0.52	0.23	-0.09	-0.36	0.04	0.26	-	0.1	-0.29	-0.38
YKL096W	-	2.08	1.06	-0.89	1.21	0.58	-0.47	-0.56	-0.38	-0.3
