ORF	diamide 5m	diamide 10m	diamide 20m	diamide 30m	diamide 40m	diamide 50m	diamide 60m	diamide 90m
YEL056W	0.18	0.26	0.18	-0.06	-0.06	-0.12	-0.18	-0.12
YEL057C	-	0.12	0.07	-0.07	-0.04	0.06	0.04	0.04
YEL058W	0.26	0.16	0.21	0.63	0.45	0.61	0.86	0.56
YEL059C-A	0.32	0.57	1.11	0.7	0.41	1.72	1.89	0.62
YEL059W	-	-0.03	0.07	0.23	0.07	0.6	1.05	0.12
YEL060C	1.15	1.7	2.4	2.65	2.91	2.48	2.52	1.63
YEL061C	0.14	-0.23	-0.6	-1.11	-0.44	-0.76	0.46	-0.47
YEL062W	0.2	-0.03	0.38	0.36	0.12	0.24	-0.2	0.2
YEL063C	-0.04	-0.47	-0.54	-0.23	-0.18	-0.29	-0.29	-0.14
YEL064C	0.01	0.19	0.2	-0.03	-	0.21	-0.58	-0.1
YEL065W	-0.15	-0.76	-1.47	-1.64	-1.25	-0.92	-1.18	-
YEL066W	0.32	0.39	0.33	0.49	0.58	0.67	0.65	0.45
YEL067C	0.28	-0.1	-0.18	-0.03	0.25	-0.25	-0.03	0.04
YEL068C	0.14	0.38	0.42	0.12	0.14	0.15	-0.07	-0.17
YEL069C	0.12	-0.07	0.24	0.48	0.66	0.32	0.4	0.43
YEL070W	-0.07	0.03	0.52	0.5	-0.09	-0.36	-0.01	-0.27
YEL071W	0.25	0.45	0.74	0.84	1.26	0.9	1.08	-0.29
YEL072W	0.28	0.41	0.3	0.16	0.21	0.07	-0.2	-0.07
YEL073C	-0.06	0.39	0.48	0.91	0.57	0.2	-0.2	0.04
YEL074W	-0.01	-0.25	-0.2	-0.3	-0.17	-0.45	-0.58	-0.34
YEL075C	-0.32	-0.4	-0.54	-0.32	-0.56	-0.18	-0.47	-0.32
YEL076C	-0.17	-0.43	-0.3	-0.29	-0.18	-0.3	-0.64	-0.27
YEL076C-A	-0.27	-0.56	-0.4	-0.25	-0.17	-0.36	-0.4	-0.36
YEL076W-C	-	-	-	0.68	-	-	-	-
YEL077C	-0.32	-0.14	-0.27	-0.03	-0.07	-0.23	-0.74	-0.51
YER001W	-0.14	-0.51	-0.29	-0.42	-0.01	0.06	-0.23	0.24
YER002W	-0.32	-0.84	-0.8	-1.2	-0.89	-0.96	-0.42	-0.41
YER003C	0.28	0.06	0.1	-	0.37	0.44	0.89	0.7
YER004W	0.3	0.65	0.95	1.35	1.49	1.44	1.45	0.89
YER005W	-0.17	-0.54	-0.49	-0.51	-0.36	-0.36	-0.29	0.07
YER006W	-0.62	-1.79	-2.4	-2.74	-2.32	-1.51	-0.74	-0.43
YER007C-A	0.15	0.19	-	-0.25	-0.2	-0.09	0.11	0.14
YER007W	-0.14	-0.22	-0.42	-0.22	-0.25	-0.1	-0.09	-0.03
YER008C	-0.15	-0.23	-0.1	-0.42	0.01	-0.43	-0.51	-0.54
YER009W	0.61	0.67	0.19	-	0.01	-	0.03	-0.04
YER010C	0.23	0.5	0.26	0.29	0.5	0.57	0.41	0.26
YER011W	0.13	0.07	-0.25	-0.39	-0.54	-0.47	-0.76	-1.12
YER012W	0.49	1.1	1.33	1.14	1.17	1.2	1.23	0.48
YER013W	-0.39	-0.25	-0.04	-0.18	-0.01	-0.19	-0.34	0.16
YER014W	-0.03	0.18	0.41	0.77	0.8	0.82	0.7	0.34
YER015W	-0.25	-0.03	0.16	0.32	0.03	-0.4	-0.32	-0.51
YER016W	-0.2	-0.09	-0.22	-0.34	-0.32	-0.23	-0.56	-0.23
YER017C	0.01	-	0.43	0.47	0.42	0.15	0.38	0.11
YER018C	0.33	0.14	0.04	-0.18	0.25	0.29	0.59	0.54
YER019C-A	0.66	0.66	0.54	0.28	0.26	0.36	0.46	0.15
YER019W	0.11	0.1	-0.03	0.11	0.11	-0.01	0.21	0.2
YER020W	0.58	0.87	1.27	1.06	1.03	0.7	1.25	0.46
YER021W	0.14	0.52	0.88	0.74	0.95	0.68	0.91	0.39
YER022W	-0.18	-	0.29	-0.1	0.04	-0.12	-0.3	0.01
YER023W	0.32	0.46	0.37	0.24	0.5	0.37	0.45	0.2
YER024W	-0.15	-0.23	0.07	0.07	0.16	-0.07	-	-0.04
YER025W	-0.07	-0.45	-1.09	-1.22	-0.81	-0.62	-0.1	-0.1
YER026C	0.33	0.86	1.28	1.57	1.68	1.33	0.76	0.66
YER027C	0.3	0.83	1.09	0.99	1.1	0.88	0.78	0.39
YER028C	-0.1	-0.6	-0.42	0.08	0.31	0.03	0.46	-0.06
YER029C	-0.38	-0.18	-0.27	-0.34	-0.27	-0.34	-0.42	-0.3
YER030W	0.18	0.66	0.82	0.69	0.96	0.77	0.45	0.39
YER031C	0.14	0.54	0.52	0.46	0.46	0.51	0.12	0.08
YER032W	-0.04	-0.2	-0.03	-0.17	-0.1	-0.3	-0.81	0.1
YER033C	0.06	0.7	0.93	0.84	1.02	0.67	0.49	-0.14
YER034W	0.07	-0.12	-0.01	-0.04	0.01	0.18	0.57	0.32
YER035W	0.9	1.66	1.61	1.34	1.52	1.42	1.51	0.94
YER036C	-	-0.45	-0.94	-1.06	-0.58	-0.4	0.33	-0.04
YER037W	0.14	1.54	2.01	2.32	2.6	2.54	2.94	0.91
YER038C	0.18	0.9	1.27	1.3	1.6	1.59	1.74	0.77
YER039C	0.18	0.64	0.24	0.9	1.2	1.14	0.4	0.2
YER040W	-0.15	0.03	0.32	0.29	0.49	0.14	-0.17	0.34
YER041W	-0.4	-0.22	0.03	0.14	0.25	0.33	-0.07	0.2
YER042W	0.73	1.06	1.38	1.11	0.42	0.78	0.96	0.55
YER043C	-	-0.25	-0.69	-0.58	-0.36	-0.18	0.14	0.04
YER044C	0.52	1.42	1.45	1.41	1.16	0.82	0.53	-0.09
YER044C-A	-	-	-0.62	-0.36	-	-	0.01	-0.18
YER045C	0.23	0.26	0.26	0.38	0.34	0.6	1.24	0.7
YER046W	0.03	0.64	0.41	0.42	0.15	-	-0.12	-0.1
YER047C	-0.18	-0.06	0.07	-0.1	-0.18	-0.3	-0.54	-0.1
YER048C	-0.36	0.36	0.42	0.55	0.62	0.43	0.12	0.28
YER049W	-0.34	-1.29	-2	-1.84	-1.15	-0.81	-0.01	0.12
YER050C	0.06	0.93	1.07	0.93	0.86	0.67	0.32	0.01
YER051W	0.04	0.06	0.14	0.2	-0.14	0.1	0.08	0.3
YER052C	0.03	-0.3	-0.74	-0.81	-0.43	-0.22	-0.25	-0.29
YER053C	1.44	2.43	2.89	2.34	1.91	1.09	2.13	0.41
YER054C	0.41	1.31	3.49	0.03	1.97	0.38	0.22	0.12
YER055C	0.31	-0.4	-1.06	-1.56	-1.09	-1.12	-0.74	-0.89
YER056C	-0.54	-1.64	-2.4	-1.56	-0.89	-0.64	-0.15	-0.32
YER056C-A	0.65	0.57	-0.17	-0.86	-1.03	-0.71	-0.84	-0.47
YER057C	0.34	0.48	0.19	0.16	0.4	0.52	0.52	0.14
YER058W	0.3	0.8	1.67	1.2	0.82	0.6	0.08	-0.32
YER059W	0.06	0.46	0.42	0.19	0.19	0.06	-0.1	0.03
YER060W	-0.41	-1.18	-1.19	-0.87	-0.6	-0.28	0.19	-0.04
YER060W-A	-0.1	-1.56	-0.83	-0.78	-0.75	-0.45	-0.14	-0.49
YER061C	-0.42	-0.62	-0.4	-0.17	0.06	0.06	0.24	0.03
YER062C	0.2	0.16	0.48	0.75	1.17	1.35	2.36	0.98
YER063W	0.07	0.53	0.63	0.56	0.69	0.57	0.42	0.24
YER064C	0.66	0.42	0.62	0.62	0.72	0.41	-0.03	0.42
YER065C	-	-0.1	-0.1	-0.04	-0.23	-0.45	-0.62	-0.29
YER066C-A	-	-	-	-2.25	-	-	-	-
YER066W	-0.01	0.19	0.23	0.2	-0.17	-0.06	-0.2	-
YER067W	2.29	3.91	3.8	3.14	2.27	1.76	2	0.44
YER068W	0.19	-0.03	0.14	-0.03	-0.15	-0.14	-0.07	-0.07
YER069W	-	-0.6	-0.34	-0.18	-	0.08	-0.22	0.33
YER070W	-0.29	-1.12	-1.51	-1.47	-0.74	-0.29	-0.86	-0.51
YER071C	0.04	0.07	-0.12	-0.25	-	0.11	-0.09	-0.12
YER072W	0.53	0.29	-0.23	-0.25	-0.2	0.21	-0.06	-0.27
YER073W	-0.14	-1.06	-1.84	-1.69	-	-0.76	-0.58	0.12
YER074W	0.46	0.33	-0.47	-1.22	-1.25	-0.97	-0.86	-0.51
YER075C	-0.54	-0.69	-0.43	-0.79	-	-0.38	-0.38	0.04
YER076C	0.03	0.06	0.04	0.1	-	0.11	0.39	0.24
YER077C	-0.43	-0.43	-0.47	-0.22	-0.23	-0.07	-0.15	0.11
YER078C	0.25	0.46	0.77	0.71	0.38	0.29	0.52	-0.09
YER079W	0.95	1.76	2.09	2.07	2.07	1.56	1.59	0.86
YER080W	0.3	0.77	0.97	0.82	0.88	0.85	0.69	0.42
YER081W	-0.12	0.01	-0.01	-	0.29	-0.1	0.03	-0.07
YER082C	-0.71	-1.56	-2	-1.69	-1.22	-0.86	-0.4	-0.22
YER083C	0.29	0.2	-0.09	-0.03	0.24	0.12	0.04	-
YER084W	-	-0.42	0.06	0.18	-0.3	-0.2	-0.2	-0.32
YER085C	-0.43	-0.23	-0.54	-0.14	-0.64	-0.58	-0.6	-0.97
YER086W	-	-0.29	-0.86	-0.86	-0.64	-0.43	-0.1	-0.17
YER087C-A	0.32	0.33	0.18	0.08	0.38	0.58	0.7	0.41
YER087W	0.18	0.54	0.58	0.75	0.62	0.25	-	0.32
YER088C	0.34	-0.03	0.08	0.38	0.24	0.29	0.75	0.29
YER089C	0.42	0.28	0.27	0.52	0.34	0.03	0.18	0.41
YER090W	0.21	0.11	-0.23	-0.38	-0.15	-0.18	-0.1	0.18
YER091C	0.73	0.7	0.54	0.68	0.96	0.89	0.39	0.03
YER092W	0.15	0.49	0.12	0.08	0.08	0.11	-0.06	0.14
YER093C	0.12	0.12	0.05	0.11	0.06	-0.07	-0.16	-0.08
YER093C-A	0.53	0.71	0.99	1.16	0.16	0.58	0.67	0.3
YER094C	0.52	1.2	1.21	1.2	1.16	0.99	1.05	0.54
YER095W	0.21	0.29	0.44	0.87	0.7	0.58	-0.06	0.12
YER096W	-0.38	-0.34	-0.4	-0.01	0.11	-0.01	-0.43	-0.36
YER097W	0.31	-0.07	0.07	0.04	-0.18	-0.54	-0.29	-0.32
YER098W	0.08	0.52	0.65	0.54	0.54	0.12	0.03	0.12
YER099C	0.08	-0.12	-0.34	-0.14	-0.17	-0.25	0.19	0.07
YER100W	0.19	0.25	-0.03	-0.04	-0.04	0.15	0.19	0.38
YER101C	0.06	0.1	0.08	0.24	0.15	-0.03	0.51	0.2
YER102W	0.45	0.29	-0.56	-1.22	-1.32	-1.12	-0.79	-0.4
YER103W	0.98	2.28	3	2.26	2.04	1.7	2.44	2.08
YER104W	-0.14	-0.14	-0.25	-0.15	-0.09	-0.07	-0.1	-0.09
YER105C	-0.18	-0.6	-0.47	-0.36	-0.18	-0.36	-0.36	-0.07
YER106W	-0.56	-0.74	-0.54	-0.32	-0.29	-0.01	-0.01	-1
YER107C	0.06	-0.15	-0.34	-0.42	-0.38	-0.29	-0.23	-0.23
YER109C	-0.3	-0.34	-0.32	-0.34	-0.18	-0.36	-0.32	-0.18
YER110C	-0.69	-2.12	-3.32	-4.06	-3.06	-2.18	-1.4	-0.4
YER111C	-0.18	0.01	0.31	0.02	0.32	-0.06	-0.62	-0.19
YER112W	-0.07	0.19	0.03	-0.17	0.01	0.06	-0.07	-0.15
YER113C	-0.14	-0.51	-0.38	-0.36	-0.09	-0.25	-0.42	-0.14
YER114C	-0.56	-0.74	-0.79	-0.76	-0.62	-0.62	-0.6	-0.07
YER115C	-0.14	-0.42	-0.51	-0.51	-0.43	-0.45	-0.15	-0.04
YER116C	-0.42	-0.29	-	-0.2	0.08	0.04	-0.07	-0.03
YER117W	0.49	0.43	-0.3	-0.94	-1.09	-0.86	-0.56	-0.32
YER118C	-0.17	-0.2	-0.49	-0.49	-0.09	0.07	0.16	0.28
YER119C	0.46	0.85	1.41	1.53	1.63	1.28	0.82	0.54
YER119C-A	0.29	0.34	0.28	0.04	0.16	-0.12	-0.09	-0.15
YER120W	0.18	0.42	0.24	0.12	0.31	0.29	0.33	0.25
YER121W	0.14	0.45	1.22	-	1.19	0.67	0.34	0.03
YER122C	-0.32	0.19	0.04	-0.22	-0.04	-0.04	-0.27	0.12
YER123W	-0.09	-0.2	-0.14	-0.14	0.08	-0.18	-	-0.09
YER124C	-0.07	-0.3	-0.14	0.14	0.74	0.95	1.14	0.75
YER125W	-0.04	-0.14	0.1	0.11	0.06	-0.27	-0.23	-0.17
YER126C	-0.81	-1.47	-2.47	-2.32	-1.69	-0.74	-0.17	-0.23
YER127W	-1.09	-1.43	-1.74	-1.18	-1.09	-0.67	-0.47	-0.12
YER128W	-0.29	-0.56	-0.49	-0.27	0.03	0.32	0.08	-0.07
YER129W	-0.51	-0.62	-0.49	-0.56	-0.32	-0.62	-0.34	-0.1
YER130C	-0.58	-0.58	-0.97	-1	-0.62	-0.17	1.44	-
YER131W	0.64	0.61	-0.06	-0.89	-1.15	-0.69	-0.4	-0.34
YER132C	-0.67	-0.77	-0.77	-0.52	-0.33	-0.45	-0.24	-0.27
YER133W	-0.1	0.19	0.48	0.1	0.3	-0.04	0.2	0.21
YER134C	0.31	0.17	0.35	0.24	0.32	0.11	-0.04	-0.1
YER135C	-	-0.3	-0.03	0.18	-0.69	-0.2	-	-0.42
YER136W	0.14	0.4	0.78	0.72	1.05	0.74	0.75	0.53
YER137C	-0.74	-0.32	-0.31	-0.23	-0.07	-0.21	-0.27	-0.06
YER138C	-0.26	-0.17	-0.11	-0.24	0.34	0.16	0.47	0.68
YER139C	-0.09	-0.2	0.14	0.25	-0.27	0.06	0.32	0.36
YER140W	-0.54	-0.58	-0.74	-0.49	-0.36	-0.49	-0.42	-0.07
YER141W	0.59	1.08	1.29	1.26	1.1	0.89	0.64	0.41
YER142C	0.44	1.75	2.02	2.11	2	1.65	1.48	0.9
YER143W	0.82	1.52	2.02	1.39	1.49	1.66	1.85	0.96
YER144C	0.32	-0.18	-0.15	0.15	0.31	0.05	0.62	0.33
YER145C	0.29	-0.36	-1.25	-1.29	-0.62	-0.32	-0.45	0.12
YER146W	0.11	0.45	0.33	0.1	0.11	0.07	-0.06	-0.01
YER147C	-0.15	-0.49	-0.18	0.29	0.04	0.1	0.33	0.15
YER148W	-0.06	0.08	-0.3	-0.42	-0.09	0.24	-	0.06
YER149C	-0.17	-0.23	-0.29	-0.18	-0.12	0.06	0.14	0.19
YER150W	0.34	1.88	2.84	3.48	3.5	3.13	3.63	1.78
YER151C	-0.3	-0.3	-0.18	-0.27	0.04	-0.25	-0.07	0.08
YER152C	0.04	-0.03	-	0.43	0.52	0.57	0.74	0.53
YER153C	-0.04	-0.01	0.2	-0.15	-0.22	-0.43	-0.18	-0.11
YER154W	-0.12	-0.23	-0.15	0.06	0.39	0.12	0.43	0.18
YER155C	-0.67	-0.28	-0.04	-0.3	-0.4	-0.39	-0.21	-0.31
YER156C	-0.06	-0.56	-1.18	-1.18	-0.74	-0.45	0.2	-0.1
YER157W	-0.15	-0.2	-0.07	0.03	0.18	0.08	0.15	0.4
YER158C	-0.03	0.15	0.3	0.75	0.85	1.01	2.35	0.85
YER159C	-0.03	0.03	0.01	-0.04	-0.14	0.1	0.07	0.34
YER160C	-0.28	-0.23	-0.24	-0.26	0.28	0.08	0.57	0.65
YER161C	-0.09	0.07	0.08	-0.01	-0.17	-0.01	0.2	0.04
YER162C	-0.14	0.32	0.77	0.78	-	0.45	0.31	0.26
YER163C	0.42	1.1	1.53	1.7	0.97	1.44	1.15	0.57
YER164W	-0.6	-0.79	-0.81	-1.03	-	-0.97	-1	-0.4
YER165W	0.33	-0.25	-0.64	-0.81	-0.4	-0.42	0.33	-0.1
YER166W	0.31	-0.45	-0.34	-0.39	-0.03	-0.24	-0.34	-0.23
YER167W	-0.12	-0.17	0.11	0.14	0.07	-0.04	-0.25	0.04
YER168C	-0.25	-0.47	-0.6	-0.47	-0.29	-0.4	-0.29	-
YER169W	-0.3	-0.62	-0.36	-0.36	-0.36	-0.4	0.21	-0.22
YER170W	0.23	0.71	0.76	0.58	0.7	0.43	-0.04	0.12
YER171W	-0.27	-0.45	-0.56	-0.54	-0.4	-0.47	-0.34	-0.23
YER172C	-0.22	-0.31	-0.41	-0.29	-0.18	-0.35	-0.31	-0.56
YER173W	-0.36	-0.32	-0.29	-0.18	-0.15	-0.15	-0.27	0.03
YER174C	-0.22	-0.42	-0.54	-0.54	-0.4	-0.49	-0.45	-0.27
YER175C	-0.1	0.2	0.46	0.59	0.62	0.61	0.56	0.36
YER176W	-0.43	-0.89	-	-0.79	-0.4	-0.62	-0.64	-0.4
YER177W	0.48	0.87	1.08	1.1	1.35	1	1.27	0.64
YER178W	0.16	0.34	0.41	0.66	0.84	0.81	0.76	0.5
YER179W	0.04	0.45	0.64	0.86	1.07	-0.38	0.97	0.36
YER180C	-0.38	-0.36	-0.49	-0.47	-0.45	-0.32	-0.25	-0.18
YER181C	-0.06	-0.15	-0.12	0.06	-0.34	-0.18	-	-0.34
YER182W	0.25	0.99	1.23	1.24	1.09	0.78	0.67	0.06
YER183C	-0.32	0.11	0.25	0.03	0.08	-0.45	-0.12	-1.17
YER184C	-0.14	-0.12	-0.09	0.11	0.4	0.23	0.51	0.65
YER185W	-0.01	0.04	-0.15	0.4	0.54	0.28	0.95	1.06
YER186C	-	0.03	-0.43	-0.6	-0.49	-0.4	-0.27	-0.27
YER187W	-0.04	-0.3	-0.18	0.19	-0.09	-0.34	0.1	-0.09
YER188W	-0.18	0.03	-0.25	-0.18	-0.4	-0.2	0.58	-0.36
YER189W	-0.29	-0.49	-0.38	-0.18	-0.2	-0.42	-0.64	-0.25
YER190W	-0.4	-0.29	-0.23	-0.2	-0.14	-0.32	-0.43	-0.29
YFL001W	-0.28	-0.26	-0.44	-0.63	-0.35	-0.3	-0.12	-0.08
YFL002C	-0.94	-1.43	-1.79	-1.6	-1.29	-0.86	-0.58	-0.4
YFL003C	-0.36	-0.12	-0.32	-0.1	-0.6	-0.64	-0.18	-0.6
YFL004W	-0.3	-0.6	-0.97	-1.25	-0.94	-0.69	-0.76	-0.43
YFL005W	0.31	0.58	0.15	0.19	0.08	-	0.24	0.06
YFL006W	-0.29	0.12	0.42	0.67	0.91	0.55	0.62	0.15
YFL007W	-0.11	-0.23	0.16	0.37	0.36	-0.04	0.03	-0.23
YFL008W	-0.86	-0.84	-0.67	-0.89	-0.64	-0.74	-1.22	-0.51
YFL009W	0.03	-0.14	-0.2	0.07	0.11	-0.03	-0.12	0.21
YFL010C	0.6	0.79	0.82	1.04	1	0.86	1.04	0.77
YFL011W	0.79	0.6	0.31	0.52	0.04	-0.22	-0.36	-0.4
YFL012W	-0.38	-0.27	-0.34	-0.32	-0.38	-0.56	-0.12	-0.17
YFL013C	-0.43	-0.49	-0.27	-0.22	0.01	-0.06	-0.09	0.12
YFL013W-A	-	-	-	-	-	-	-	-
YFL014W	1.1	4.1	6.45	6.2	6.68	6.6	6.2	4.33
YFL015C	0.07	-	-	0.3	0.19	0.25	-0.03	-0.49
YFL016C	1.04	1.85	2.22	1.19	1.73	1.36	1.04	1.24
YFL017C	0.33	-	0.56	0.33	0.31	0.42	0.1	0.39
YFL018C	-	-	-	-	-	-	-	-
YFL019C	-0.04	0.16	0.36	-0.03	-0.6	-0.2	-0.8	-1.29
YFL020C	0.06	0.15	0.19	0.19	0.44	0.32	0.49	0.5
YFL021W	-0.27	0.14	0.51	0.93	1.2	1	0.78	0.38
YFL022C	0.32	0.01	-0.15	-0.36	0.16	0.12	0.36	0.38
YFL023W	-1.43	-1.6	-1.94	-1.56	-1.09	-0.89	-0.58	-0.14
YFL024C	-0.25	-0.19	-0.12	-0.23	-0.13	-0.33	-0.24	-0.25
YFL025C	-0.42	-0.58	-0.58	-0.34	-0.27	-0.22	-0.34	-0.22
YFL026W	-0.3	-0.34	-0.47	-0.42	-0.17	-0.22	-0.23	-0.45
YFL027C	-0.47	-0.54	-0.62	-0.62	-0.36	-0.2	-0.14	-0.38
YFL028C	0.08	0.44	0.44	0.19	0.26	0.23	0.3	0.16
YFL029C	0.14	0.6	0.66	0.61	0.68	1.15	0.72	0.86
YFL030W	-	-	-	-1	-2.32	-	-	-0.58
YFL031W	-	-	-	-	-1.6	-	-	-
YFL032W	0.16	-	0.08	0.32	0.24	0.34	0.73	0.34
YFL033C	0.09	0.19	0.31	0.31	0.17	0.1	0.06	-0.07
YFL034W	-0.32	-0.09	-0.01	-0.09	0.16	-0.22	-0.58	-0.04
YFL036W	0.07	0.32	0.56	0.43	0.31	-0.32	-0.64	-0.43
YFL037W	0.06	-0.1	0.01	0.12	0.28	0.26	0.51	0.43
YFL038C	0.54	0.98	1.12	1.09	1.03	0.99	1.06	0.66
YFL039C	0.46	0.67	0.5	0.69	0.76	0.7	0.73	0.49
YFL040W	-0.1	-0.09	0.24	0.5	-0.1	0.29	0.53	0.32
YFL041W	-0.15	-0.03	-0.04	0.11	0.32	0.07	0.18	0.14
YFL042C	-	-1.36	-	-1.4	-	-	0.58	-
YFL043C	0.14	-	-	-	-	-0.74	-	-
YFL044C	0.16	0.53	1.08	1.26	1	1.28	1.55	0.96
YFL045C	0.23	0.43	-0.04	-0.23	0.08	0.26	0.75	0.95
YFL046W	0.2	0.37	0.37	0.37	0.1	0.38	0.58	0.6
YFL047W	-0.34	-0.4	-0.32	-0.22	0.2	-0.23	-	0.19
YFL048C	0.15	0.26	0.32	0.32	0.32	0.24	0.23	0.32
YFL049W	-0.27	-0.18	-0.14	0.06	0.16	-0.4	-0.09	0.14
YFL050C	-0.59	-0.06	0.32	-0.31	-0.3	-0.3	-	-0.26
YFL051C	-0.29	0.36	0.84	0.33	-0.22	-0.47	-0.36	-0.49
YFL052W	0.29	0.11	0.7	0.32	-0.54	-0.62	-0.58	-0.74
YFL053W	-0.56	-0.25	0.3	0.33	-0.25	-0.32	-0.45	-0.47
YFL054C	-	-	-	-	-2.84	-	-1	-
YFL055W	0.41	-	-	-	-	-	-	-
YFL056C	1.18	2.04	2.78	3.2	3.53	3.94	3.66	2.96
YFL057C	0.48	1.16	1.55	1.96	2.21	2.4	2.13	1.38
YFL058W	-0.15	-0.07	0.37	0.73	0.77	1.22	1.16	0.71
YFL059W	-0.15	0.24	0.23	0.6	0.84	1.26	1.46	1.28
YFL060C	-0.17	-0.01	0.18	0.21	0.3	0.6	0.73	0.44
YFL061W	-0.43	-0.42	-0.23	0.08	0.15	0.26	0.39	0.07
YFL062W	0.28	0.58	0.58	0.53	0.4	0.29	0.34	0.08
YFL063W	-0.23	-0.38	-0.51	-0.29	-0.76	-0.43	-0.42	-0.18
YFL064C	-0.3	-0.45	-0.32	-0.12	-0.29	-0.32	-0.54	-0.17
YFL065C	-0.4	-0.42	-0.51	-0.23	-0.17	-0.25	-0.58	-0.29
YFL066C	-	-	-	-	-	-	-0.42	-1.6
YFL067W	0.07	-	-	-	-	-	-	-
YFL068W	-0.18	-0.01	0.21	0.07	0.1	-0.01	-0.29	-0.18
YFR001W	-0.69	-1.32	-1.84	-1.6	-1.43	-1.15	-0.94	-0.51
YFR002W	-0.27	-0.27	-0.15	-0.29	-0.15	-0.29	-0.69	-0.25
YFR003C	0.33	1.31	1.51	1.53	1.42	1.21	0.93	0.52
YFR004W	0.37	0.95	1.12	1.04	0.92	0.93	0.88	0.6
YFR005C	-0.29	-0.3	-0.62	-0.62	-0.49	-0.71	-0.56	-0.34
YFR006W	0.43	0.58	0.54	0.48	0.52	0.11	0.03	0.07
YFR007W	-0.22	0.15	0.33	0.29	0.33	0.14	0.18	-0.09
YFR008W	-0.18	0.11	0.07	-0.06	0.04	-0.09	-0.23	-0.14
YFR009W	-0.22	-0.42	-0.4	-0.62	-0.58	-0.86	-0.58	-0.54
YFR010W	-	-	-	-	-	-	-1.12	-
YFR011C	-	-	-0.32	-1.74	-2.32	-	-	-
YFR012W	-0.29	-0.2	-0.32	-0.01	-	-0.17	-0.2	-
YFR013W	-0.74	-0.34	-0.32	-0.42	-0.12	-0.3	-0.45	0.03
YFR014C	0.9	1.63	1.96	1.72	1.37	1.06	0.57	-
YFR015C	4.61	3.05	3.11	2.32	1.4	0.16	-0.84	-0.4
YFR016C	-0.56	-0.15	0.16	-0.07	0.38	-0.04	-0.58	-
YFR017C	1.08	2.36	2.48	0.21	1.93	0.77	1.12	0.11
YFR018C	0.03	-0.18	-0.32	-0.09	-0.25	-0.03	-0.23	-0.03
YFR019W	0.69	0.41	0.36	0.01	-0.27	-0.24	-0.26	-0.06
YFR020W	-0.18	0.33	0.45	0.61	0.23	0.26	0.67	0.11
YFR021W	0.01	0.06	-0.01	0.24	0.21	0.26	0.18	-0.03
YFR022W	-	1	-	-	-1.6	-	-	-0.36
YFR023W	0.21	0.37	0.32	0.2	-0.14	0.25	0.52	-0.23
YFR024C	0.42	0.72	0.99	1.08	1.17	0.85	1.04	0.58
YFR024C-A	0.29	0.8	1.07	1.28	1.4	1.01	1.18	0.66
YFR025C	0.19	0.36	0.36	0.36	0.4	0.4	0.29	0.24
YFR026C	-0.15	-0.09	0.07	0.03	0.01	-0.01	0.94	0.45
YFR027W	-0.22	-0.06	-0.1	-0.12	-0.12	0.04	-0.34	-0.32
YFR028C	-0.23	-0.36	-0.43	-0.38	-0.3	-0.4	-0.69	0.12
YFR029W	-	0.12	0.04	0.1	0.34	0.07	-0.01	0.31
YFR030W	0.28	0.25	0.23	0.49	0.37	0.33	-0.14	0.42
YFR031C	-0.81	-0.92	-1.12	-1.03	-0.64	-0.56	-0.71	-0.01
YFR031C-A	0.45	0.42	-0.42	-0.97	-1.12	-0.92	-0.6	-0.42
YFR032C	0.01	-0.29	-0.56	-	-0.84	-0.69	-0.34	-0.6
YFR033C	-	-0.42	-0.58	0.11	-	-1.84	-	-
YFR034C	-0.32	-0.6	-0.41	-0.45	-0.58	-0.36	-0.15	0.57
YFR035C	0.19	0.12	-0.09	0.16	0.36	0.61	0.41	0.32
YFR036W	0.28	-0.15	-0.23	-0.14	0.1	0.28	0.43	0.3
YFR037C	-0.1	-0.2	-0.3	-0.36	-0.12	-0.2	-0.12	0.15
YFR038W	-0.1	-0.81	-0.92	0.14	-0.64	-0.6	-0.42	-0.15
YFR039C	-0.01	-0.06	-0.42	-0.14	-0.03	0.11	-0.1	0.44
YFR040W	-0.28	-0.24	-0.15	-0.17	-0.06	-0.21	0.13	-0.15
YFR041C	0.06	0.48	0.69	0.54	0.8	0.7	0.86	0.71
YFR042W	0.46	1.21	1.43	1.28	1.36	1.39	1.14	0.84
YFR043C	0.23	0.57	0.54	0.4	0.46	0.45	0.21	0.28
YFR044C	0.18	0.58	0.63	0.9	0.87	0.87	0.8	0.46
YFR045W	0.21	0.8	1.08	1.04	1.09	0.61	0.39	0.16
YFR046C	-0.12	0.21	0.33	0.26	0.25	0.42	0.29	0.14
YFR047C	0.2	0.6	0.96	1.24	1.48	1.36	1.46	0.94
YFR048W	-0.27	-0.23	-0.27	-0.18	-0.07	-0.17	0.12	0.01
YFR049W	0.5	1.22	1.44	1.16	1.15	0.71	0.51	0.11
YFR050C	0.48	1.12	1.32	1.2	1.33	1.18	1.45	0.61
YFR051C	0.47	0.33	0.38	0.33	0.66	0.53	0.9	0.52
YFR052W	0.59	1.14	1.41	1.3	1.49	1.21	1.39	0.71
YFR053C	2.17	3.56	4.44	3.64	2.87	1.42	1.06	0.41
YFR054C	-0.03	-0.09	-0.14	0.21	0.12	0.36	-0.23	-0.49
