ORF	         NaCl 0m	        NaCl 15m	        NaCl 30m	        NaCl 45m	        NaCl 60m	       NaCl 120m
YIR030C	           50.00	            NULL	            NULL	            NULL	            NULL	            NULL
YIR031C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YIR032C	            NULL	          104.10	          373.50	          362.40	            NULL	            NULL
YIR033W	           93.00	          174.20	          393.50	          494.90	          140.80	          489.00
YIR034C	          402.00	          447.90	         1070.00	         1857.20	         1272.30	         1524.00
YIR035C	          435.00	          267.80	          288.40	          509.00	          457.80	          640.70
YIR036C	          292.00	           87.80	          141.90	          197.30	          199.90	          425.30
YIR037W	         1206.00	          593.90	         1046.20	         1626.90	         1771.30	         2287.40
YIR038C	          853.00	          517.40	         1285.60	         2897.90	         2496.40	         3163.40
YIR039C	           38.00	            NULL	          119.60	          634.00	            NULL	          599.10
YIR040C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YIR041W	          132.00	           39.50	          167.90	          275.50	            NULL	          271.20
YIR042C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YIR043C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YIR044C	          753.00	          680.40	         2028.90	         2491.60	         2551.00	         3090.00
YJL001W	         2736.00	         1996.90	         3826.90	         2073.40	         3307.90	         1340.50
YJL002C	         4242.00	         1902.60	         6062.90	         2530.70	         4492.50	         1502.00
YJL003W	          102.00	           52.30	          125.00	           48.40	            NULL	            NULL
YJL004C	          910.00	          655.60	         1187.40	          869.70	         1195.00	          388.60
YJL005W	          208.00	           91.30	          233.90	            NULL	          385.00	          214.90
YJL006C	          821.00	          410.30	         1073.90	          817.60	          834.00	          630.90
YJL007C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YJL008C	         1737.00	          945.50	          972.60	          976.20	         1211.60	          621.10
YJL009W	          493.00	          186.30	          264.60	          273.30	            NULL	            NULL
YJL010C	          324.00	           84.20	           53.60	            NULL	            NULL	            NULL
YJL011C	         1937.00	          895.20	          917.40	          884.90	         1613.60	         1291.50
YJL012C	         7076.00	         2832.00	         1164.40	         1015.30	         2567.70	         2351.00
YJL013C	          187.00	            NULL	          197.80	          199.40	          357.70	            NULL
YJL014W	         1417.00	          982.40	          619.00	          725.20	         1144.90	          559.90
YJL015C	            NULL	           65.80	           40.60	          167.90	            NULL	            NULL
YJL016W	          765.00	          433.70	         1660.70	         3486.70	         3705.30	         2693.60
YJL017W	           74.00	            NULL	          362.00	          641.60	          350.10	          334.80
YJL018W	         1103.00	          327.40	          843.00	          831.70	          814.20	          589.30
YJL019W	           75.00	            NULL	           55.20	          104.90	            NULL	            NULL
YJL020C	          272.00	          127.50	          177.90	          574.20	          453.20	            NULL
YJL021C	          230.00	          101.20	          215.50	          334.10	          571.60	            NULL
YJL022W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YJL023C	            NULL	            NULL	            NULL	          114.70	            NULL	            NULL
YJL024C	            NULL	            NULL	            NULL	          253.80	          263.60	            NULL
YJL025W	          145.00	           60.80	            NULL	            NULL	            NULL	            NULL
YJL026W	         1714.00	         1485.70	         1433.60	         1463.90	         1255.60	          860.90
YJL027C	            NULL	            NULL	          169.50	            NULL	          228.80	            NULL
YJL028W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YJL029C	          653.00	          452.80	          609.80	          420.00	            NULL	            NULL
YJL030W	          402.00	          306.10	          560.70	          181.00	          445.70	            NULL
YJL031C	          290.00	          206.90	          915.80	            NULL	          406.20	            NULL
YJL032W	          286.00	           65.80	            NULL	          247.20	            NULL	            NULL
YJL033W	          698.00	          210.40	          225.50	            NULL	            NULL	            NULL
YJL034W	         8070.00	         4415.00	         9562.30	         4851.10	         8011.50	         3205.00
YJL035C	          304.00	          148.00	          375.80	           91.90	            NULL	            NULL
YJL036W	          297.00	            NULL	          546.90	          271.10	          482.10	          222.20
YJL037W	            NULL	            NULL	            NULL	          115.80	            NULL	            NULL
YJL038C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YJL039C	          119.00	           16.20	           61.30	            NULL	            NULL	            NULL
YJL041W	         1005.00	          411.00	          378.90	          521.00	          457.80	          166.00
