ORF	     Sorbitol 0m	    Sorbitol 15m	    Sorbitol 30m	    Sorbitol 45m	    Sorbitol 90m	   Sorbitol 120m
YKL044W	          502.00	          364.10	            NULL	          317.90	          207.00	          202.90
YKL045W	          891.00	          374.20	          690.30	          853.90	          802.80	          790.60
YKL046C	         1952.00	          604.20	          498.40	          840.30	         1323.10	          986.60
YKL047W	          255.00	          145.30	          245.70	            NULL	          274.50	           83.70
YKL048C	          186.00	           94.50	            NULL	            NULL	            NULL	           74.30
YKL049C	          127.00	            NULL	          315.80	          198.50	            NULL	            NULL
YKL050C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YKL051W	          255.00	          205.30	          433.90	          537.70	            NULL	          213.20
YKL052C	          722.00	          784.20	          893.30	         1324.70	          648.10	          951.30
YKL053C-A	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YKL053W	          146.00	          366.90	          282.60	            NULL	            NULL	          215.30
YKL054C	         2460.00	         1367.70	         2515.00	         4105.10	         2048.20	         2289.60
YKL055C	           81.00	          201.60	            NULL	            NULL	          274.50	          394.60
YKL056C	        14612.00	        11062.40	         5994.50	        13001.20	        14885.60	        15147.70
YKL057C	          222.00	            NULL	            NULL	          232.40	          276.80	          257.80
YKL058W	          428.00	          261.60	            NULL	          600.10	            NULL	          487.90
YKL059C	         1362.00	         1978.90	         2408.00	         2351.90	         1326.60	         1849.00
YKL060C	        21625.00	        16569.00	        13523.80	        15909.20	        19402.50	        14671.90
YKL061W	           56.00	            NULL	            NULL	            NULL	            NULL	            NULL
YKL062W	          468.00	            NULL	            NULL	          620.50	          579.40	          758.50
YKL063C	          961.00	          336.40	          398.80	            NULL	          458.30	          817.60
YKL064W	          500.00	          261.60	          640.50	          521.40	          638.70	          546.00
YKL065C	         4437.00	         4586.40	         6531.40	         4267.90	         4905.50	         3203.90
YKL066W	          658.00	          508.10	          882.20	          682.90	          229.10	          408.10
YKL067W	         1734.00	         1385.30	         2267.70	         2057.50	         1465.10	         1968.20
YKL068W	         1164.00	            NULL	          551.90	          304.30	         1361.50	         1188.70
YKL069W	          551.00	            NULL	            NULL	            NULL	          741.20	          509.70
YKL070W	           54.00	            NULL	            NULL	            NULL	            NULL	            NULL
YKL071W	            NULL	            NULL	            NULL	            NULL	            NULL	          137.60
YKL072W	           96.00	            NULL	            NULL	            NULL	            NULL	           94.00
YKL073W	          211.00	            NULL	            NULL	            NULL	          188.30	          151.00
YKL074C	          188.00	            NULL	            NULL	          170.00	            NULL	            NULL
YKL075C	          129.00	            NULL	          155.30	            NULL	            NULL	            NULL
YKL076C	          220.00	            NULL	          188.50	            NULL	            NULL	            NULL
YKL077W	         1490.00	          545.10	         1003.90	         1646.30	          993.70	         1256.10
YKL078W	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YKL079W	          287.00	            NULL	          195.90	          388.40	            NULL	          247.40
YKL080W	         4049.00	         1906.90	         3492.80	         4869.10	         2517.20	         4129.60
YKL081W	         1976.00	          739.00	          463.40	          940.70	         1205.50	         1740.20
YKL082C	         1354.00	          297.60	            NULL	         1592.00	         1308.00	         1460.30
YKL083W	         1228.00	          562.60	          245.70	         2506.60	         2199.50	         1261.30
YKL084W	          837.00	          447.20	          332.40	          883.70	         1060.10	          690.10
YKL085W	         2480.00	         2869.00	         3452.20	         5029.20	         2460.20	         3223.60
YKL086W	            NULL	          486.00	          596.20	          495.60	            NULL	            NULL
YKL087C	          846.00	          443.50	          920.90	          490.20	            NULL	          477.60
YKL088W	          335.00	            NULL	            NULL	            NULL	            NULL	            NULL
YKL089W	          116.00	            NULL	            NULL	            NULL	            NULL	            NULL
YKL090W	          355.00	          155.40	          413.60	            NULL	            NULL	            NULL
YKL091C	          477.00	          882.10	         1887.70	          575.70	            NULL	          531.50
YKL092C	          185.00	           67.70	            NULL	            NULL	            NULL	            NULL
YKL093W	          130.00	          584.80	         1098.00	          186.30	            NULL	          178.00
YKL094W	         1495.00	         1143.40	         1987.30	         1236.50	         1325.40	         1529.70
YKL095W	           64.00	          124.00	            NULL	            NULL	            NULL	            NULL
YKL096W	         8160.00	        15027.00	        21580.70	        15910.50	        14557.30	        14089.30
YKL097C	            NULL	            NULL	            NULL	            NULL	            NULL	            NULL
YKL098W	          825.00	          686.30	         1219.80	         1290.80	          774.90	          968.90
YKL099C	          432.00	            NULL	            NULL	          513.30	          325.70	          247.40
